faction,ability_id,name,unit_ids,flags,text
"death-guard","inflamed-infections","Inflamed Infections","plague-surgeon","","During the Fight phase, while the unit is below half strength, until the end of the phase, the unit gets -5 to Hit rolls."
"death-guard","infused-with-the-blessings-of-nurgle","Infused with the Blessings of Nurgle","plague-marines","","During the Shooting phase, your unit gains the Post Attack Debuff ability."
"death-guard","insectile-murmuration","Insectile Murmuration","","","You can re-roll a Wound roll of 1. / Applies to: units with Plague Marines."
"death-guard","lancet-of-the-worldsore","Lancet of the Worldsore","","","The unit gains the Mobile ability. / Applies to: units with Helbrute."
"death-guard","leader","Leader","lord-of-poxes","","The unit gains the Leader ability."
"death-guard","lethal-ichor","Lethal Ichor","chaos-spawn","","During the Fight phase, your unit suffers 1 mortal wound."
"death-guard","lord-of-the-death-guard","Lord of the Death Guard","mortarion","","The unit gains the Once Per Round Special ability."
"death-guard","malicious-calculations","Malicious Calculations","tallyman","","After being attached to a unit, ignore modifiers the unit's All rolls."
"death-guard","meet-any-challenge","Meet Any Challenge","chaos-rhino","","The unit has the Reactive Move ability."
"death-guard","metalophagic-infection","Metalophagic Infection","chaos-predator-annihilator","","During the Shooting phase, your unit suffers d3 mortal wounds."
"death-guard","miasma-of-pestilence-aura","Miasma of Pestilence (Aura)","daemon-prince-of-nurgle","","During the Shooting phase, the unit gains the Benefit of Cover ability."
"death-guard","mind-breaking-mutations-aura","Mind-breaking Mutations (Aura)","chaos-spawn","","Modify the unit's characteristics."
"death-guard","nauseating-paroxysms","Nauseating Paroxysms","","","Until the end of the phase, enemy units nearby must take a Battle-shock test. / Applies to: units with Plague Marines."
"death-guard","nurgle-s-gift-aura","Nurgle’s Gift (Aura)","","","Subtract 1 from enemy units nearby's Toughness characteristic. / Select one of the following: /   - Enemy units nearby get -1 to Hit rolls. /   - Subtract 1 from enemy units nearby's Save characteristic. /   - Subtract 1 from enemy units nearby's Move characteristic."
"death-guard","pact-of-decay","Pact of Decay","","","This model: army composition rule."
"death-guard","parasitic-woe-reaper","Parasitic Woe-Reaper","","","If has fought this phase, this model gains the Heal Wounds ability. / Applies to: units with Contagion Engine."
"death-guard","pestilent-fallout-psychic","Pestilent Fallout (Psychic)","malignant-plaguecaster","","During the Shooting phase, after this model has shot, with plague-wind attacks, against INFANTRY targets, until the end of the battle round, subtract 2 from your unit's Move characteristic."
"death-guard","plagueveil","Plagueveil","","","The unit gains the Detection Range Modifier ability. / Applies to: units with Plague Marines."
"death-guard","possessed","POSSESSED","death-guard-possessed","","This model gains the Special Embark Rule ability."
"death-guard","punishing-suppression","Punishing Suppression","chaos-predator-destructor","","During the Shooting phase, the attacking unit gets -1 to Hit rolls."
"death-guard","putrefying-stink","Putrefying Stink","foul-blightspawn","","Enemy units nearby: no advance (within 9"")."
"death-guard","putrescent-fog","Putrescent Fog","miasmic-malignifier","","Enemy units cannot be set up from Reserves within 12"" of enemy units nearby."
"death-guard","regenerating-monstrosities","Regenerating Monstrosities","chaos-spawn","","Return 3 destroyed models to this model with full wounds."
"death-guard","rejuvenating-swarm","Rejuvenating Swarm","","","The unit gets -1 to Wound rolls. / Applies to: units with Death Guard, Infantry (excluding Terminator)."
"death-guard","scouts-6","Scouts 6""","chaos-spawn","","Once per battle, the unit has the Scouts 6"" ability."
"death-guard","scouts-8","Scouts 8""","chaos-spawn","","Once per battle, the unit has the Scouts 8"" ability."
"death-guard","scuttling-horrors","Scuttling Horrors","chaos-spawn","","The unit has the Reactive Move ability."
"death-guard","scuttling-walker","Scuttling Walker","defiler","","This model has the Move Over Terrain ability."
"death-guard","self-repair","Self Repair","chaos-rhino","","Return 1 destroyed model to this model with full wounds."
"death-guard","sevenfold-chant","Sevenfold Chant","tallyman","","You gain 1CP."
"death-guard","shroud-of-disease","Shroud of Disease","lord-of-poxes","","During the Shooting phase, after being attached to a unit, this model can only target enemy units within 18""."
"death-guard","sickening-vitality","Sickening Vitality","noxious-blightbringer","","After being attached to a unit, you can re-roll the Charge roll."
"death-guard","silent-bodyguard","Silent Bodyguard","deathshroud-terminators","","After being attached to a unit, the unit has the Feel No Pain 4+ ability."
"death-guard","simultaneous-contamination","Simultaneous Contamination","","","Until the end of the phase, the unit gains the Shoot After Action ability. / Applies to: units with Death Guard, Character."
"death-guard","sorcerous-support","Sorcerous Support","chaos-rhino","","During the Shooting phase, until the end of the phase: /   -> The unit gets +1 to Hit rolls. /   -> The unit gets +1 to Wound rolls."
"death-guard","soulrot-flux","Soulrot Flux","","","Until the end of the phase, enemy units nearby suffer D6 mortal wounds."
"death-guard","spore-laced-shock-waves","Spore-laced Shock Waves","plagueburst-crawler","","During the Shooting phase, your unit suffers d3 mortal wounds."
"death-guard","supreme-commander","Supreme Commander","mortarion","","This model must be your Warlord."
"death-guard","tainted-narthecium","Tainted Narthecium","plague-surgeon","","After being attached to a unit, return 1 destroyed model to the unit with full wounds."
"death-guard","tank-hunters","Tank Hunters","myphitic-blight-haulers","","During the Shooting phase: /   -> The unit gets +1 to Hit rolls. /   -> The unit gets +1 to Wound rolls."
"death-guard","terrifying-assault","Terrifying Assault","helbrute","","During the Fight phase, enemy units nearby must take a Battle-shock test."
"death-guard","territorial-infection","Territorial Infection","","","Until the end of the turn, the unit gets +1 to its Objective Control characteristic. / Applies to: units with Death Guard, Character."
"death-guard","to-slake-its-rage","To Slake its Rage","chaos-spawn","","The unit gains the Charge After Advance ability."
"death-guard","tocsin-of-misery-aura","Tocsin of Misery (Aura)","noxious-blightbringer","","While the unit is below its starting strength, enemy units nearby must take a Battle-shock test."
"death-guard","unclean-icon","Unclean Icon","icon-bearer","","After being attached to a unit, the unit gets +1 to its Objective Control characteristic."
"death-guard","unholy-resilience","Unholy Resilience","lord-of-contagion","","Once per battle, the unit gains the Once Per Battle Special ability."
"death-guard","unleash-wrath","Unleash Wrath","defiler","","This model gains the Reactive Overwatch ability."
"death-guard","vector-of-disease","Vector of Disease","lord-of-contagion","","After being attached to a unit, the unit's weapons gain [SUSTAINED HITS 1]."
"death-guard","verminous-haze","Verminous Haze","","","For the rest of the battle, all friendly units gain the Infiltrators ability. / Applies to: units with Death Guard, Plague Marines."
"death-guard","virulent-aura","Virulent Aura","lord-of-virulence","","During the Shooting phase, after being attached to a unit, you can re-roll the Wound roll."
"death-guard","warped-and-rusted-animus","Warped and Rusted Animus","","","For the rest of the battle: / All friendly units' weapons gain [CONTAGION ENGINE]. / All friendly units' weapons gain [ASSAULT]. / Applies to: units with Death Guard."
"drukhari","acrobatic-gladiators","Acrobatic Gladiators","wyches","","The unit gains the Charge After Advance ability."
"drukhari","aerialists","Aerialists","venom","","During the Fight phase, this model: army composition rule."
"drukhari","agonising-suppression","Agonising Suppression","ravager","","During the Shooting phase, the attacking unit gets -1 to Hit rolls."
"drukhari","airborne-evasion","Airborne Evasion","scourges-with-heavy-weapons","","During the Shooting phase, until the end of the turn, the unit has the Shoot and Scoot ability."
"drukhari","archon-of-the-poisoned-tongue","Archon of the Poisoned Tongue","lady-malys","","During the Fight phase, until the end of the phase: /   -> The unit's weapons gain [LETHAL HITS]. /   -> The unit's weapons gain [SUSTAINED HITS 1]."
"drukhari","archon-s-retinue","Archon’s Retinue","hand-of-the-archon","","After being attached to a unit, for the rest of the battle, the unit this model leads gains the Scouts 7 ability."
"drukhari","archon-s-will","Archon’s Will","hand-of-the-archon","","This model has a 5+ invulnerable save."
"drukhari","assassins-poisons","Assassins’ Poisons","hand-of-the-archon","","During the Fight phase: /   -> The unit's weapons gain [LETHAL HITS]. /   -> The unit's weapons gain [PRECISION]."
"drukhari","battlefield-butchery","Battlefield Butchery","hellions","","During the Fight phase, add 1 to the unit's Strength characteristic."
"drukhari","bloody-spectacle","Bloody Spectacle","succubus","","During the Fight phase, against CHARACTER targets: /   -> You can re-roll the Hit roll. /   -> You can re-roll the Wound roll."
"drukhari","blur-of-blades","Blur of Blades","lelith-hesperax","","After being attached to a unit, the unit has the Fights First ability."
"drukhari","brides-of-death","Brides of Death","lelith-hesperax","","During the Fight phase, subtract 1 from the unit's Armour Penetration characteristic."
"drukhari","cluster-caltrops","Cluster caltrops","reavers","","Modify the unit's characteristics."
"drukhari","contempt-for-rivals","Contempt for Rivals","","","Modify the unit's characteristics."
"drukhari","contracted-harvest","Contracted Harvest","","","Modify the unit's characteristics."
"drukhari","corsairs-and-travelling-players","Corsairs and Travelling Players","","","This model gains the Faction Metadata ability."
"drukhari","cruel-enforcers","Cruel Enforcers","kabalite-warriors","","The unit retains control of objective markers even after no models remain in range, until the enemy retakes them (sticky objectives)."
"drukhari","darkest-artifice","Darkest Artifice","","","Modify the unit's characteristics."
"drukhari","deadly-demise-1","Deadly Demise 1","cronos","","Once per battle: / Roll one D6: on a 6+, each enemy unit within 6"" suffers 1 mortal wound."
"drukhari","deadly-demise-d3","Deadly Demise D3","raider;reaper","","Once per battle: / Roll one D6: on a 6+, each enemy unit within 6"" suffers D3 mortal wounds."
"drukhari","decapitating-strikes","Decapitating Strikes","incubi","","During the Fight phase, against INFANTRY targets, the unit's weapons gain [DEVASTATING WOUNDS]."
"drukhari","deep-strike","Deep Strike","hellions;reaper","","The unit has the Deep Strike ability."
"drukhari","devious-mastermind","Devious Mastermind","archon","","Once per battle, you can use one Stratagem on this model for 0CP."
"drukhari","devoted-to-pain","Devoted to Pain","talos","","This model's weapons gain [TWIN LINKED]."
"drukhari","dividends-of-agony","Dividends of Agony","","","Modify the unit's characteristics."
"drukhari","elixir-of-the-corpse-courts","Elixir of the Corpse Courts","","","Modify the unit's characteristics."
